,Unnamed: 0,Recording timestamp,Computer timestamp,Eyetracker timestamp,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Eye movement type,Eye movement event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
9624,9624,176875557,6581919415,6600248292.0,423.0,1018.0,473.0,855.0,372.0,1181.0,-0.13789,0.11513,-0.98373,-0.24891,0.25241,-0.93506,3.64,3.193,3.322,Valid,Valid,239.4,186.8,736.9,302.4,179.2,733.6,136.1,273.0,107.1,377.2,0.2203,0.9423,0.2466,0.7913,,,Unclassified,17.0,172.0,,,,
9625,9625,176891913,6581935771,6600264647.0,329.0,1081.0,,,329.0,1081.0,,,,-0.26656,0.21386,-0.93979,,3.368,3.389,Invalid,Valid,,,,302.5,178.6,733.2,,,94.5,345.5,,,,,,,Saccade,33.0,688.0,,,,
9626,9626,176908655,6581952513,6600281388.0,346.0,1053.0,401.0,1021.0,291.0,1085.0,-0.16355,0.18564,-0.96891,-0.27934,0.21548,-0.9357,3.263,3.327,3.339,Valid,Valid,239.7,184.9,737.0,302.6,177.8,733.5,115.3,326.1,83.6,346.7,0.1802,0.975,0.2088,0.9451,,,Saccade,33.0,688.0,,,,
9627,9627,176925379,6581969237,6600298111.0,340.0,1045.0,397.0,1002.0,283.0,1088.0,-0.165,0.17885,-0.96994,-0.28146,0.21737,-0.93463,3.333,3.346,3.316,Valid,Valid,239.7,184.0,738.3,302.8,176.7,734.9,114.2,320.1,81.4,347.6,0.1772,0.9677,0.2068,0.9279,,,Unclassified,17.0,173.0,,,,
9628,9628,176941836,6581985694,6600314567.0,242.0,1095.0,246.0,1113.0,238.0,1078.0,-0.21733,0.22148,-0.95064,-0.29636,0.21301,-0.93102,3.088,3.381,3.259,Valid,Valid,239.7,183.1,739.7,302.8,175.7,736.4,70.6,355.4,68.4,344.2,,,,,0.1239,0.9977,Saccade,17.0,689.0,,,,
9629,9629,176958527,6582002385,6600331257.0,228.0,1100.0,211.0,1129.0,244.0,1071.0,-0.22906,0.22768,-0.94641,-0.29442,0.21104,-0.93208,3.076,3.437,3.287,Valid,Valid,239.8,182.7,739.9,302.9,175.3,736.6,60.7,360.7,70.2,342.1,,,,,0.1272,0.9916,Fixation,83.0,511.0,252.0,1096.0,,
9630,9630,176975298,6582019156,6600348027.0,256.0,1090.0,227.0,1117.0,285.0,1064.0,-0.22389,0.22363,-0.94861,-0.28089,0.20954,-0.93659,3.136,3.508,3.312,Valid,Valid,240.0,182.2,740.7,303.1,174.8,737.4,65.1,356.9,81.9,339.8,,,,,0.1484,0.9848,Fixation,83.0,511.0,252.0,1096.0,,
9631,9631,176991759,6582035617,6600364487.0,242.0,1057.0,178.0,1039.0,305.0,1075.0,-0.24217,0.19241,-0.95096,-0.27362,0.21461,-0.93759,3.269,3.495,3.327,Valid,Valid,240.0,181.9,741.7,303.2,174.4,738.4,51.2,331.9,87.7,343.4,0.1258,0.9787,0.0927,0.9621,0.1589,0.9953,Fixation,83.0,511.0,252.0,1096.0,,
9632,9632,177008496,6582052354,6600381223.0,255.0,1103.0,232.0,1134.0,279.0,1073.0,-0.22165,0.2305,-0.94749,-0.28252,0.21326,-0.93526,3.158,3.487,3.348,Valid,Valid,240.1,181.8,741.7,303.3,174.3,738.4,66.6,362.2,80.3,342.6,,,,,0.1454,0.9932,Fixation,83.0,511.0,252.0,1096.0,,
9633,9633,177025215,6582069073,6600397941.0,266.0,1105.0,251.0,1146.0,281.0,1064.0,-0.21484,0.2354,-0.94786,-0.28207,0.21004,-0.93612,3.189,3.521,3.373,Valid,Valid,240.2,181.7,742.1,303.4,174.2,738.7,72.0,366.0,80.9,339.9,,,,,0.1465,0.9852,Fixation,83.0,511.0,252.0,1096.0,,
9634,9634,177041683,6582085541,6600414407.0,265.0,1078.0,269.0,1106.0,262.0,1050.0,-0.20926,0.22032,-0.95272,-0.28885,0.20402,-0.93538,3.224,3.573,3.399,Valid,Valid,240.3,181.6,742.6,303.6,174.1,739.2,77.2,353.4,75.3,335.3,0.1382,0.998,,,0.1365,0.9718,Saccade,17.0,690.0,,,,
9635,9635,177058370,6582102228,6600431093.0,240.0,1058.0,216.0,1069.0,263.0,1047.0,-0.22845,0.20486,-0.95176,-0.28868,0.20284,-0.93569,3.252,3.594,3.423,Valid,Valid,240.4,181.7,742.5,303.7,174.1,739.1,62.1,341.5,75.7,334.3,0.1248,0.9795,0.1126,0.99,0.1371,0.9691,Unclassified,17.0,174.0,,,,
