,Unnamed: 0,Recording timestamp,Computer timestamp,Eyetracker timestamp,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Eye movement type,Eye movement event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
6140,6140,117612728,2064922536,2080195352.0,,,,,,,,,,,,,,,2.553,Invalid,Invalid,,,,,,,,,,,,,,,,,EyesNotFound,17.0,256.0,,,,
6141,6141,117629175,2064938983,2080211798.0,955.0,288.0,910.0,283.0,1000.0,292.0,0.03687,-0.16198,-0.98611,-0.05585,-0.15505,-0.98633,2.582,2.561,2.56,Valid,Valid,244.3,166.8,465.1,313.9,166.4,464.6,261.7,90.4,287.6,93.4,0.4976,0.2664,0.4741,0.2621,0.5211,0.2707,Saccade,33.0,462.0,,,,
6142,6142,117645923,2064955731,2080228545.0,840.0,272.0,812.0,262.0,867.0,282.0,-0.02225,-0.17596,-0.98415,-0.13502,-0.16093,-0.97769,2.565,2.571,2.558,Valid,Valid,244.1,166.9,464.8,313.3,166.5,464.0,233.6,83.8,249.2,90.1,0.4373,0.2521,0.4231,0.2429,0.4515,0.2613,Saccade,33.0,462.0,,,,
6143,6143,117662526,2064972334,2080245147.0,,,,,,,,,,,,,,,2.557,Invalid,Invalid,,,,,,,,,,,,,,,,,EyesNotFound,17.0,257.0,,,,
6144,6144,117679048,2064988856,2080261668.0,673.0,231.0,638.0,218.0,709.0,243.0,-0.12558,-0.20383,-0.97092,-0.22465,-0.18325,-0.95705,2.544,2.549,2.548,Valid,Valid,243.5,167.0,464.3,312.7,166.5,463.8,183.5,69.6,203.8,77.7,0.3508,0.2134,0.3323,0.2017,0.3692,0.2252,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
6145,6145,117695938,2065005746,2080278557.0,668.0,235.0,640.0,222.0,696.0,248.0,-0.12468,-0.20095,-0.97164,-0.23214,-0.17966,-0.95595,2.54,2.551,2.544,Valid,Valid,243.5,167.1,464.3,312.7,166.5,463.8,183.9,71.0,200.1,79.3,0.3478,0.2179,0.3332,0.2059,0.3624,0.23,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
6146,6146,117712449,2065022257,2080295067.0,,,,,,,,,,,,,,,2.537,Invalid,Invalid,,,,,,,,,,,,,,,,,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
6147,6147,117729017,2065038825,2080311634.0,670.0,233.0,644.0,223.0,695.0,244.0,-0.12181,-0.20075,-0.97204,-0.23246,-0.1825,-0.95533,2.54,2.516,2.531,Valid,Valid,243.4,167.1,464.3,312.7,166.5,463.8,185.3,71.2,199.8,77.9,0.3488,0.2162,0.3356,0.2064,0.362,0.2259,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
6148,6148,117745856,2065055664,2080328472.0,674.0,226.0,648.0,214.0,700.0,237.0,-0.1196,-0.20665,-0.97108,-0.22958,-0.18685,-0.95519,2.54,2.507,2.531,Valid,Valid,243.4,167.1,464.3,312.7,166.6,463.8,186.3,68.3,201.2,75.9,0.3509,0.209,0.3374,0.198,0.3645,0.2199,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
6149,6149,117762372,2065072180,2080344987.0,,,,,,,,,,,,,,,2.515,Invalid,Invalid,,,,,,,,,,,,,,,,,Fixation,233.0,312.0,672.0,230.0,0.3502,0.2132
